id	name	north	south	east	west	high	low
7029	Fahrens Park, Merced, California, USA	37.3297	37.3228	-120.487	-120.505	NULL	NULL
7030	Niagara Short Hills, Ontario, Canada	43.1164	43.079	-79.2618	-79.3073	NULL	NULL
7031	Log Boom Park, Kenmore, King Co., Washington, USA	47.758	47.7565	-122.262	-122.266	NULL	NULL
7032	Burgstall, Sauerfeld, Bezirk Tamsweg, Salzburg, Austria	47.1433	47.1385	13.8589	13.8523	NULL	NULL
7033	Irvine Park, Orange, California, USA	33.8008	33.7913	-117.74	-117.761	NULL	NULL
7034	Sullivan Canyon Park, Santa Monica, California, USA	34.0886	34.0675	-118.503	-118.52	NULL	NULL
7035	Oxshott Heath, Surrey, England	51.3403	51.3394	-0.35589	-0.362041	NULL	NULL
7036	Riserva Statale Lago di Campotosto, Italy	42.5571	42.5473	13.3824	13.3688	NULL	NULL
7037	Lytham Saint Annes, Lancashire, England	53.7699	53.7346	-2.97847	-3.0465	NULL	NULL
7038	near Balls Falls Conservation, Vineland, Ontario, Canada	43.1691	43.1492	-79.3781	-79.4144	NULL	NULL
7039	Halton Hills, Ontario, Canada	43.7344	43.5247	-79.7882	-80.0858	NULL	NULL
7040	Cambellville, Ontario, Canada	43.4992	43.4831	-79.9718	-80.0039	NULL	NULL
7041	Pedee, Polk Co., Oregon, USA	44.7615	44.7457	-123.397	-123.429	NULL	NULL
7042	Falls City, Polk Co., Oregon, USA	44.875	44.8574	-123.424	-123.452	NULL	NULL
7043	Grünfels, Murau, Bezirk Murau, Styria, Austria	47.1153	47.1001	14.1823	14.1502	NULL	NULL
7044	Tahkenitch Creek Trail, Oregon Dunes National Recreation Area, Siuslaw National Forest, Douglas Co., Oregon, USA	43.8138	43.8118	-124.153	-124.156	NULL	NULL
7045	Burgruine Klausegg, Seetal, Bezirk Tamsweg, Salzburg, Austria	47.1621	47.1469	13.9777	13.9457	NULL	NULL
7046	Bear Spring, Barlow Ranger District, Mount Hood National Forest, Wasco Co., Oregon, USA	45.1161	45.1144	-121.526	-121.528	944	944
7047	Siltcoos Lake Trail #1333, Oregon Dunes National Recreation Area, Siuslaw National Forest, Douglas Co. and Lane Co., Oregon, USA	43.8826	43.8553	-124.105	-124.138	NULL	NULL
7048	Zechner am Schloßberg, Seetal, Bezirk Tamsweg, Salzburg, Austria	47.1559	47.1459	13.9467	13.9242	NULL	NULL
7049	Westlake, Dunes City, Lane Co., Oregon, USA	43.8912	43.8751	-124.099	-124.131	NULL	NULL
7050	Bald Hill, Columbia Co., Oregon, USA	45.8021	45.7621	-122.91	-123.013	NULL	NULL
7051	niagara falls, Ontario, Canada	43.1204	43.1177	-79.0741	-79.0768	NULL	NULL
7052	Little Crater Lake, Zigzag Ranger District, Mount Hood National Forest, Clackamas Co., Oregon, USA	45.1562	45.1404	-121.745	-121.767	792	792
7053	Cedar Creek, Foster, Linn Co., Oregon, USA	44.3811	44.3682	-122.579	-122.592	NULL	NULL
7054	Camp Creek, Springfield, Lane Co., Oregon, USA	44.1029	44.0309	-122.837	-123.064	NULL	NULL
7055	Wilson River Safety Rest Area, Tillamook Co., Oregon, USA	45.5951	45.5751	-123.55	-123.57	NULL	NULL
7056	McKenzie River, Oregon, USA	44.7077	43.9849	-122.168	-124.036	NULL	NULL
7057	Moosbeckhofer, Sankt Kathrein am Hauenstein, Bezirk Weiz, Styria, Austria	47.4964	47.4813	15.7163	15.6843	NULL	NULL
7058	Auf der Schanz, Fischbach, Bezirk Weiz, Styria, Austria	47.4552	47.4525	15.606	15.6033	NULL	NULL
7059	Ashley, Pennsylvania, USA	41.2226	41.2045	-75.8831	-75.9109	NULL	NULL
7060	Europe	82.7022	33.8978	74.1357	-28.0371	NULL	NULL
7061	coe hill, Ontario, Canada	44.8701	44.8543	-77.8197	-77.8517	NULL	NULL
7062	Apsleyl, Ontario, Canada	44.7617	44.7458	-78.0709	-78.103	NULL	NULL
7063	Atlantic City, New Jersey, USA	39.3924	39.3102	-74.4011	-74.4986	NULL	NULL
7064	Bancroft, Ontario, Canada	45.2401	44.8637	-77.5854	-78.1238	NULL	NULL
7065	Tucson, Pima Co., Arizona, USA	32.3612	32.1452	-110.727	-111.101	NULL	NULL
7066	Steinriegel, Ratten, Bezirk Weiz, Styria, Austria	47.5431	47.5281	15.7357	15.7037	NULL	NULL
7067	Rattener Alm, Ratten, Bezirk Weiz, Styria, Austria	47.581	47.4785	15.7385	15.6622	NULL	NULL
7068	Thuin, Vallée de la Sambre, Belgium	51.3507	49.3507	5.28467	3.28467	180	NULL
7069	Lac de la Bonlieu, Bonlieu, Jura, France	46.5876	46.5818	5.87741	5.8723	NULL	NULL
7070	Grange de la Penne, Moirans en Montagne, Jura, France	46.4551	46.4501	5.76252	5.75797	NULL	NULL
7071	La Rixouse, Les Pres de la Rixouse, Jura, France	46.4772	46.4753	5.86449	5.86439	NULL	NULL
7072	Bois de la Joux Derriere, Prénovel, Jura, France	46.5313	46.516	5.88408	5.85207	NULL	NULL
7073	2755 Refuge Road, Union County, Illinois, USA	37.4222	37.4221	-89.3733	-89.3734	NULL	NULL
7074	Astegger Wald, Astegg, Bezirk Schwaz, Tyrol, Austria	47.1775	47.1623	11.8544	11.8224	NULL	NULL
7075	Foret de Prenovel, Prenovel, Jura, France	46.5253	46.51	5.85404	5.82202	NULL	NULL
7076	Lac de la Fauge, Les Ronchaux, Jura, France	46.4948	46.4932	5.80816	5.80719	NULL	NULL
7077	Korsika, France	43.0277	41.3335	9.56007	8.53469	NULL	NULL
7078	Autobahnparkplatz, Hörgolding, Bayern, Germany	50.5858	47.2912	13.8842	9.02092	NULL	NULL
7079	Chemin Inselberg, Nouragues, French Guiana, France	5.77352	3.77352	-51.4377	-53.4377	NULL	NULL
7080	New Freedom, Pennsylvania, USA	39.7667	39.7208	-76.6722	-76.7379	NULL	NULL
7081	Blue Knob State Park, Pennsylvania, USA	40.2997	40.2486	-78.5342	-78.6288	NULL	NULL
7082	Felda, Florida, USA	26.6438	26.446	-81.3668	-81.5453	NULL	NULL
7083	Cuyahoga Valley National Park, Ohio, USA	41.4214	41.0907	-81.4887	-81.6471	NULL	NULL
7084	Stadtgebiet, Clairvaux-Les-Lacs, Jura, France	46.6086	46.5516	5.7868	5.70901	NULL	NULL
7085	Foret Communale de Bissia, Chatel de Joux, Jura, France	46.5547	46.503	5.8254	5.75299	NULL	NULL
7086	near Santa Barbara, California, USA	34.5411	34.3952	-119.602	-119.888	NULL	NULL
7087	Arroyo Hondo Preserve, Goleta, California, USA	34.4891	34.4734	-120.126	-120.157	NULL	NULL
7088	Cape Town, South Africa	-33.8899	-33.9691	18.5414	18.369	NULL	NULL
7089	Hebron, Connecticut, USA	41.732	41.5889	-72.3246	-72.4601	NULL	NULL
7091	Village, Frisange, Luxembourg	49.5408	49.4866	6.24063	6.13014	NULL	NULL
7092	Sak, Wilwerwiltz, Luxembourg	49.9997	49.9851	5.99933	5.98611	NULL	NULL
7093	Fort Worth, Texas, USA	32.9708	32.5252	-97.066	-97.5842	NULL	NULL
7095	Burgruine Oberes Schloss, Rattenberg, Bezirk Kufstein, Tyrol, Austria	47.44	47.4334	11.8967	11.8901	NULL	NULL
7096	Cayenne, French Guiana, France	5.16205	5.16021	-52.6451	-52.6491	NULL	NULL
7097	Paß Strub, Lofer, Bezirk Zell am See, Salzburg, Austria	47.5785	47.5785	12.6674	12.6653	NULL	NULL
7098	Puerto Williams, Chile	-54.9269	-54.9397	-67.6007	-67.6327	NULL	NULL
7099	Plymouth, Pennsylvania, USA	41.2499	41.2304	-75.9304	-75.9666	NULL	NULL
7100	Talamanca, Ibiza, Spain	38.9248	38.9075	1.45693	1.42492	NULL	NULL
7101	El Paso, Texas, USA	32.0025	31.3869	-105.954	-106.646	NULL	NULL
7102	Etoniah Creek State Forest, Putnam Co., Florida, USA	29.8074	29.7196	-81.788	-81.8803	50	40
7103	Font Hill, Ontario, Canada	43.1105	43.0754	-79.2653	-79.3017	NULL	NULL
7104	Brettmaiße, Muckendorf, Bezirk Melk, Lower Austria, Austria	48.3641	48.3493	15.227	15.195	NULL	NULL
7105	Short Hills Provincial Park, Ontario, Canada	43.1164	43.079	-79.2618	-79.3073	NULL	NULL
7106	Lefferts Pond, Chittenden Co., Vermont, USA	44.7148	44.1613	-72.8036	-73.3242	NULL	NULL
7107	Lanphere Dunes, Arcata, California, USA	40.9071	40.8704	-124.134	-124.157	NULL	NULL
7108	San Marcos Foothills Nature Preserve, Santa Barbara Co., California, USA	34.4648	34.454	-119.751	-119.767	NULL	NULL
7109	Minnehaha Creek, Katoomba, New South Wales, Australia	-33.6784	-33.6852	150.328	150.327	NULL	NULL
7110	Offenbachgraben, Langenwang, Bezirk Mürzzuschlag, Styria, Austria	47.5996	47.5845	15.6104	15.5784	NULL	NULL
7111	Queen Mary Falls, Main Range National Park, Queensland, Australia	-28.2999	-28.3766	152.408	152.34	880	870
7112	vicinity Mount Glorious, D'Aguilar National Park, Queensland, Australia	-27.2685	-27.3311	152.827	152.687	555	540
7113	Cerro Bandero, Puerto Williams, Chile	-54.9644	-54.9807	-67.6213	-67.6535	NULL	NULL
7114	Klippen, Hemavan, Västerbotten, Sweden	65.9582	65.9568	15.0193	15.016	NULL	NULL
7115	Sendero a Cerro Bandero, Puerto Williams, Chile	-54.9465	-54.9589	-67.6236	-67.6656	500	50
7117	Smithfield, Rhode Island, USA	41.9437	41.8586	-71.4669	-71.5901	NULL	NULL
7118	8039 SE Madison, Portland, Multnomah Co., Oregon, USA	45.5134	45.5129	-122.58	-122.581	NULL	NULL
7119	Brandon, Mississippi, USA	32.3812	32.308	-89.8831	-89.9879	NULL	NULL
7120	Edgerton, Kansas, USA	38.8537	38.8265	-94.9919	-95.0564	NULL	NULL
7121	Hartlgraben, Mattersburg, Bezirk Mattersburg, Burgenland, Austria	47.7268	47.6419	16.3976	16.266	NULL	NULL
7122	Parco Regionale del Conero, Italy	43.5476	43.4893	13.621	13.5743	NULL	NULL
7123	Sentani, Papua, Indonesia	3.13372	-8.26172	148.712	132.32	NULL	NULL
7124	Forty-Fort, Pennsylvania, USA	41.3012	41.2636	-75.8486	-75.8846	NULL	NULL
7125	Timberhill Oak Savanna, Section 5, Woodland Township, Iowa, USA	40.7252	40.6382	-93.5565	-93.6725	NULL	NULL
7126	Santa Margarita, California, USA	35.4237	35.3398	-120.528	-120.666	NULL	NULL
7127	Paradies, Forchtenstein, Bezirk Mattersburg, Burgenland, Austria	47.6931	47.6925	16.3423	16.3417	NULL	NULL
7128	Forks Ridge, Mendocino National Forest, California, USA	39.9321	39.9021	-122.866	-122.916	NULL	NULL
7129	Immokalee, Florida, USA	26.489	26.3476	-81.3098	-81.4856	NULL	NULL
7130	Rochester, Indiana, USA	41.0737	41.05	-86.2008	-86.288	NULL	NULL
7131	Highway 96, Trinity County, California, USA	40.964	40.9502	-123.639	-123.649	NULL	NULL
7132	Beamsville, Ontario, Canada	43.1805	43.1391	-79.4636	-79.4941	NULL	NULL
7133	Rock Point Provincial Park, Ontario, Canada	51.6752	36.5	-69.838	-90.6503	NULL	NULL
7134	Shotgun peak-Black Mountain, Modoc National Forest, California, USA	41.5685	41.513	-121.472	-121.579	NULL	NULL
7135	Ejido Tecolotlán, Sierra de Quila, Jalisco, Mexico	20.3205	20.2973	-104.019	-104.054	NULL	NULL
7136	Utah, USA	42.0016	36.9979	-109.041	-114.053	NULL	NULL
7137	Guelph, Ontario, Canada	43.595	43.4738	-80.1534	-80.3269	NULL	NULL
7138	Vineland Station, Ontario, Canada	43.1789	43.1627	-79.378	-79.41	NULL	NULL
7139	Brückl, Mattersburg, Bezirk Mattersburg, Burgenland, Austria	47.7331	47.6483	16.4038	16.2722	NULL	NULL
7140	Rutland, Vermont, USA	43.8581	43.2916	-72.7009	-73.4312	NULL	NULL
7141	Camino, California, USA	38.7718	38.7158	-120.631	-120.712	NULL	NULL
7142	Northwood Park, Rutland, Vermont, USA	43.6483	43.6436	-72.9477	-72.9577	NULL	NULL
7143	Stadtgebiet, Mattersburg, Bezirk Mattersburg, Burgenland, Austria	47.7812	47.6963	16.4611	16.3295	NULL	NULL
7144	Glasgraben, Schwarzenbach, Bezirk Wiener Neustadt, Lower Austria, Austria	47.6736	47.6695	16.3319	16.3289	NULL	NULL
7145	France	51.089	43.2612	9.56007	-3.69141	NULL	NULL
7146	Garden Route National Park, Tsitsikamma National Park, South Africa	-33.9323	-33.9412	23.9088	23.8656	NULL	NULL
7147	Saint Martin de Cénilly, Normandy, France	48.9939	48.9625	-1.26467	-1.30707	130	110
7148	Whitehouse Canyon, near Ano Nuevo State Park, Santa Cruz Co., California, USA	37.1859	37.1475	-122.291	-122.343	NULL	NULL
7149	West Wyoming, Pennsylvania, USA	41.343	41.3012	-75.8312	-75.8812	NULL	NULL
7150	Bankhead National Forest, Alabama, USA	34.294	34.292	-87.272	-87.274	NULL	NULL
7151	Brushy Lake, Bankhead National Forest, Alabama, USA	34.3	34.298	-87.268	-87.269	NULL	NULL
7152	Kutai National Park, East Kalimantan, Borneo Island, Indonesia	1.46503	-0.534974	118.561	116.561	NULL	NULL
7153	Bogor Botanical Gardens, Indonesia	-6.59073	-6.6129	106.818	106.786	NULL	NULL
7154	Highway 260 near Mogollon Rim, Coconino Co., Arizona, USA	34.9935	33.8705	-109.511	-111.749	NULL	NULL
7155	Ferry Plaza Farmers Market, San Francisco, California, USA	38.7745	36.7745	-121.425	-123.425	NULL	NULL
7156	Salawati Island, Raja Ampat Regency, West Papua, Indonesia	3.42053	-5.32519	134.063	127.514	NULL	NULL
7157	Larissa, Greece	39.6517	39.6317	22.4267	22.4067	91	91
7158	Hirschgreut, Mattersburg, Bezirk Mattersburg, Burgenland, Austria	47.7596	47.6747	16.4617	16.3301	NULL	NULL
7159	Feuertal, Mattersburg, Bezirk Mattersburg, Burgenland, Austria	47.7567	47.6718	16.4528	16.3212	NULL	NULL
7160	Nimbokrang, Jayapura Regency, West Papua, Indonesia	1.83379	-6.91193	143.44	136.891	NULL	NULL
7161	Parc National de Gouraya, Algeria	36.814	36.7617	5.10324	4.93649	NULL	NULL
7162	Forêt de Bainem, Algiers Province, Algeria	36.8131	36.787	3.00146	2.95206	NULL	NULL
7163	Moscow Pond Trail, Hubbardton, Vermont, USA	43.7521	43.6761	-73.1074	-73.246	NULL	NULL
7164	Ushuaia, Tierra del Fuego, Argentina	-54.7868	-54.8437	-68.224	-68.3774	NULL	NULL
7165	Farlow Herbarium, Harvard University, Cambridge, Massachusetts, USA	42.3794	42.379	-71.1141	-71.1143	NULL	NULL
7166	near Little Glass Mountain, Shasta-Trinity National Forest, Siskiyou Co., California, USA	41.6378	41.487	-121.541	-121.802	NULL	NULL
7167	near Pilgrim Creek Rd., Shasta-Trinity National Forest, Siskiyou Co., California, USA	41.451	41.2582	-121.856	-122.068	NULL	NULL
7168	Algoma, Shasta-Trinity National Forest, Siskiyou Co., California, USA	41.2608	41.2202	-121.87	-122.073	NULL	NULL
7169	Batanta Island, Raja Ampat Regency, West Papua, Indonesia	3.48026	-5.26546	133.947	127.398	1100	0
7170	Syoubri, Arfak Mountains, Manokwari Regency, West Papua, Indonesia	3.2331	-5.51262	137.217	130.668	NULL	NULL
7171	Tottori Prefecture, Japan	35.6142	35.0579	134.515	133.135	NULL	NULL
7173	Whittemore Nature Preserve outside Oldwick, New Jersey, USA	40.6811	40.6641	-74.7314	-74.7634	NULL	NULL
7174	near Peavine Creek, Lassen National Forest, California, USA	41.1019	41.0102	-121.769	-121.897	NULL	NULL
7175	Piemelon Bay, Waiheke Island, New Zealand	-36.7773	-36.786	175.107	175.094	NULL	NULL
7177	Regional Parks Botanic Garden, Contra Costa Co, California, USA	37.8948	37.8925	-122.242	-122.244	NULL	NULL
7178	Point Pinole Regional Shoreline, Richmond, California, USA	38.0127	37.9887	-122.328	-122.369	NULL	NULL
7179	Rush Creek Open Space, Marin Co., California, USA	38.1376	38.1175	-122.514	-122.564	NULL	NULL
7180	Rutland Community Garden, Rutland, Vermont, USA	40.9771	40.9768	-89.0475	-89.0667	NULL	NULL
7181	Hayden, Idaho, USA	47.7882	47.7417	-116.755	-116.851	NULL	NULL
7182	Punta Cana, Dominican Republic	18.6632	18.4393	-68.3234	-68.4724	NULL	NULL
7183	Cedarville State Forest, Charles Co., Maryland, USA	38.6539	38.6204	-76.7955	-76.836	NULL	NULL
7184	Sapporo-shi, Hokkaido, Japan	43.1898	42.7807	141.505	140.99	NULL	NULL
7185	Muthanga, Wayanad, Kerala, India	11.6877	11.6577	76.3878	76.3464	NULL	NULL
7186	BAMS meeting, UC Berkeley, Berkeley, California, USA	37.8741	37.8737	-122.265	-122.266	NULL	NULL
7187	Lac Beauport, Quebec, Canada	46.9499	46.9346	-71.2835	-71.3155	NULL	NULL
7188	Riverdweller's Big Back Yard, Lebanon, Linn Co., Oregon, USA	44.5611	44.505	-122.871	-122.939	NULL	NULL
7189	Daisen-Oki National Park, Tottori Prefecture, Japan	35.4428	35.2613	133.719	133.491	1729	NULL
7190	Boston Bar, Fraser Regional District, British Columbia, Canada	49.8847	49.8704	-121.426	-121.458	NULL	NULL
7191	Richmond Hill, Georgia, USA	31.9718	31.9051	-81.2585	-81.3448	NULL	NULL
7192	Tom Triplett Park, Pooler, Georgia, USA	32.0953	32.0926	-81.2122	-81.2149	NULL	NULL
7193	Fort McAllister Historic Park, Richmond Hill, Georgia, USA	31.8929	31.8799	-81.176	-81.2046	NULL	NULL
7194	Junction Tin Can Bay Rd. - Rainbow Beach Rd., Queensland, Australia	-25.9461	-25.9488	152.937	152.934	89	89
7195	Piney Creek Wilderness Area, Missouri, USA	36.7232	36.6422	-93.5597	-93.6528	NULL	NULL
7196	Driveway Butte, Okanogan Co., Washington, USA	48.6254	48.5959	-120.429	-120.493	NULL	NULL
7197	Parc du Bois-de-Coulonge, Quebec, Canada	46.7911	46.7852	-71.234	-71.2463	NULL	NULL
7198	road from Dalby to park., Bunyah Mountains National Park, Queensland, Australia	-26.9257	-26.9968	151.833	151.401	670	670
7199	Mashaquipe, Madidi National Park, Bolivia	-13.4919	-15.4919	-66.6593	-68.6593	NULL	NULL
7200	Turlock Lake SRA, California, USA	37.6321	37.5825	-120.538	-120.602	NULL	NULL
7201	Coin Av. Cardinal-Rouleau et Père-Marquette, Québec, Canada	46.7979	46.7952	-71.2421	-71.2448	NULL	NULL
7202	Brady, Nebraska, USA	41.0306	40.9799	-100.351	-100.415	NULL	NULL
7203	Cameron Park, California, USA	38.7129	38.6512	-120.96	-121.031	NULL	NULL
7204	San Francisco Peaks, Coconino Co., Arizona, USA	35.386	35.2952	-111.591	-111.713	3851	NULL
7205	Wulai, Taiwan	24.8938	24.6732	121.708	121.423	NULL	NULL
7206	Delphi, Greece	38.6972	38.5577	23.9708	23.7147	NULL	NULL
7207	Germantown, Wisconsin, USA	43.2525	43.2374	-88.132	-88.1471	NULL	NULL
7208	Sunset Rest Area, Highway 26, Clatsop Co., Oregon, USA	45.8294	45.7814	-123.415	-123.487	NULL	NULL
7209	Lévis, Québec, Canada	46.8333	46.7401	-71.0454	-71.2295	NULL	NULL
7210	Camping municipal, Beauport, Quebec, Canada	46.9047	46.8894	-71.1621	-71.1941	NULL	NULL
7211	UC Irvine Campus, Irvine California, USA	33.6515	33.6322	-117.822	-117.847	NULL	NULL
7212	Dreibuchen, Bromberg, Bezirk Wiener Neustadt, Lower Austria, Austria	47.6774	47.6624	16.2582	16.2262	NULL	NULL
7213	Omora Ethnobotanical Park, Navarino Island, Chile	-54.9287	-54.9788	-67.6696	-67.6899	NULL	NULL
7214	Holy Jim Canyon, Orange Co., California, USA	33.7066	33.6738	-117.502	-117.522	NULL	NULL
7215	Chase, Luzerne Co., Pennsylvania, USA	41.2457	41.243	-76.1308	-76.1335	NULL	NULL
7218	Häggenäsudden, Borlänge, Dalarna, Sweden	60.5487	60.5415	15.4047	15.3891	NULL	NULL
7219	St. Helena, Napa Co., California, USA	38.5231	38.4865	-122.436	-122.495	NULL	NULL
7220	tracks from Dandabah Picnic Area, Bunyah Mountains National Park, Queensland, Australia	-26.8313	-26.9314	151.653	151.534	970	950
7221	Lake Avenue Woods, Wheeling, Illinois, USA	42.0975	42.0804	-87.8725	-87.8991	NULL	NULL
7223	Catherine Creek, Columbia River Gorge National Scenic Area, Klickitat Co., Washington, USA	45.7469	45.7008	-121.347	-121.427	NULL	NULL
7224	Lawrence, Kansas, USA	39.653	39.4182	-94.9685	-95.2089	NULL	NULL
7226	West Highline Reservoir Park, King Co., Washington, USA	47.5262	47.5235	-122.342	-122.344	NULL	NULL
7227	Santa Ana, California, USA	33.769	33.7145	-117.817	-117.883	NULL	NULL
7228	Jennings Lodge, Clackamas Co., Oregon, USA	45.4063	45.3781	-122.597	-122.636	NULL	NULL
7229	Neudörfler Wald, Neudörfl, Bezirk Mattersburg, Burgenland, Austria	47.7957	47.7467	16.328	16.2826	NULL	NULL
7230	Scheiben, Katzelsdorf, Bezirk Wiener Neustadt, Lower Austria, Austria	47.8483	47.7174	16.3687	16.2301	NULL	NULL
7231	Lehman, Luzerne Co. Pennsylvania, USA	41.3209	41.3182	-76.043	-76.0457	NULL	NULL
7232	Kenosha Pass, Colorado, USA	39.4219	39.4047	-105.741	-105.773	NULL	NULL
7233	Marienquelle, Katzelsdorf, Bezirk Wiener Neustadt, Lower Austria, Austria	47.8428	47.7118	16.3677	16.2291	NULL	NULL
7234	Washington Co., Wisconsin, USA	43.7949	43.4589	-88.0197	-88.2642	NULL	NULL
7235	Suderbys, Gotland, Sweden	57.5531	57.5503	18.6994	18.6922	NULL	NULL
7236	Klints, Gotland, Sweden	57.7152	57.7118	18.7544	18.7459	NULL	NULL
7237	Urunga Coastal Reserve, New South Wales, Australia	-30.3587	-30.606	153.116	152.954	NULL	NULL
7238	Villa Maria, Pennsylvania, USA	41.0821	41.0653	-80.4913	-80.5233	NULL	NULL
7239	Gabe's Mountain, Great Smoky Mountains National Park, Cocke Co., Tennessee, USA	35.7697	35.7516	-83.2264	-83.2584	NULL	NULL
7240	Sweetwater River off I-8 between Alpine and Pine Valley, near Descanso, California, USA	32.8412	32.8275	-116.643	-116.672	NULL	NULL
7241	Seieranger, Kobersdorf, Bezirk Oberpullendorf, Burgenland, Austria	47.5941	47.579	16.3961	16.3641	NULL	NULL
7242	Dachsriegel, Kobersdorf, Bezirk Oberpullendorf, Burgenland, Austria	47.5931	47.578	16.3876	16.3556	NULL	NULL
7243	Geißberg, Kobersdorf, Bezirk Oberpullendorf, Burgenland, Austria	47.5872	47.5845	16.3858	16.3831	NULL	NULL
7244	Hegnauergraben, Kobersdorf, Bezirk Oberpullendorf, Burgenland, Austria	47.593	47.578	16.3896	16.3576	NULL	NULL
7245	Mühlbachgraben, Kobersdorf, Bezirk Oberpullendorf, Burgenland, Austria	47.6015	47.5864	16.3867	16.3547	NULL	NULL
7246	Rosedale Park, Mercer Co., New Jersey, USA	40.337	40.32	-74.7384	-74.7653	NULL	NULL
7247	Brooker Creek Nature Preserve, Tarpon Springs, Florida, USA	28.1786	28.0632	-82.6491	-82.7113	NULL	NULL
7248	Noplerwald, Stoob, Bezirk Oberpullendorf, Burgenland, Austria	47.555	47.5093	16.5004	16.4203	NULL	NULL
7249	Teufelsgraben, Landsee, Bezirk Oberpullendorf, Burgenland, Austria	47.5614	47.5587	16.3509	16.3482	NULL	NULL
7250	Eisteiche, Forchtenstein, Bezirk Mattersburg, Burgenland, Austria	47.7257	47.72	16.3594	16.3449	NULL	NULL
7251	Rosalienkapelle, Forchtenstein, Bezirk Mattersburg, Burgenland, Austria	47.705	47.69	16.3228	16.2908	NULL	NULL
7252	Yosemite, Katoomba, New South Wales, Australia	-33.6929	-33.6956	150.319	150.317	NULL	NULL
7253	Wentworth Falls, New South Wales, Australia	-33.6926	-33.7658	150.397	150.339	NULL	NULL
7254	Glen Str., Blackheath, New South Wales, Australia	-33.6498	-33.6529	150.296	150.294	NULL	NULL
7255	Reef Bay, St. John, Virgin Islands, USA	18.34	18.3188	-64.7219	-64.7539	NULL	NULL
7256	Mirador Musgo Verde, Cartago, Costa Rica	9.85272	9.79547	-83.9975	-84.0645	NULL	NULL
7257	Parque Braulio Carrillo, San José, Costa Rica	10.4214	10.0121	-83.8195	-84.1611	NULL	NULL
7258	Bijagua Upala, Alajuela, Costa Rica	10.9072	10.8889	-84.9999	-85.0323	NULL	NULL
7259	Machogaff, Guarco, Cartago, Costa Rica	9.65222	9.63222	-83.8347	-83.8547	NULL	NULL
7260	Guarco, Cartago, Costa Rica	9.88498	9.81834	-83.9095	-83.9658	NULL	NULL
7261	Parque Nacional Tortuguero, Limón, Costa Rica	10.6344	10.2914	-83.3641	-83.6259	NULL	NULL
7262	Parque Nacional Arenal, Alajuela, Costa Rica	10.493	10.361	-84.6687	-84.8352	NULL	NULL
7263	Arastradero Preserve, Palo Alto, California, USA	37.3905	37.3676	-122.169	-122.194	NULL	NULL
7264	Thailand	16.6594	1.80712	102.663	94.3694	NULL	NULL
7265	Adam Wille's Homebase, Shoreline, King Co., Washington, USA	47.7374	47.7324	-122.317	-122.325	NULL	NULL
7266	Dorrance, Pennsylvania, USA	41.1475	41.0552	-75.9282	-76.0668	NULL	NULL
7268	Margarethenwarte, Lockenhaus, Bezirk Oberpullendorf, Burgenland, Austria	47.404	47.3889	16.4384	16.4064	NULL	NULL
7269	Anna Ruby Falls, Helen, Georgia, USA	34.7485	34.7247	-83.7173	-83.7293	NULL	NULL
7270	Lick Creek Trail, Paoli, Indiana, USA	38.4958	38.4767	-86.3921	-86.4232	NULL	NULL
7271	Geschriebenstein, Lockenhaus, Bezirk Oberpullendorf, Burgenland, Austria	47.3602	47.3451	16.4478	16.4158	NULL	NULL
7272	Nähe Kaltes Bründl, Lockenhaus, Bezirk Oberpullendorf, Burgenland, Austria	47.3609	47.3458	16.4358	16.4037	NULL	NULL
7273	Tannwald, Rechnitz, Bezirk Oberwart, Burgenland, Austria	47.381	47.3208	16.4706	16.3857	NULL	NULL
7274	Eureka/Cutten Forest, Eureka, California, USA	40.7697	40.7561	-124.122	-124.133	NULL	NULL
7275	Hinterholz, Pyhra, Bezirk Sankt Pölten-Land, Lower Austria, Austria	48.1321	48.1172	15.6757	15.6437	NULL	NULL
7276	Burg Kreuzenstein, Leobendorf, Bezirk Korneuburg, Lower Austria, Austria	48.3787	48.3759	16.3082	16.3076	NULL	NULL
7279	Sainte-Pétronille, Île-d'Orléans, Québec, Canada	46.8688	46.8449	-71.0906	-71.1414	NULL	NULL
7280	Bei der Eiche, Weingraben, Bezirk Oberpullendorf, Burgenland, Austria	47.5474	47.5042	16.3804	16.3115	NULL	NULL
7281	August 27, 2012, near the Slave River in Fort Smith, Northwest Territories, Canada	60.0316	60.0068	-111.934	-111.989	NULL	NULL
7282	August 27, 2012 on a log thrift wood close to the Slave River, Ft.Smith, Northwest Territories, Canada	60.0116	60.0004	-111.868	-111.9	NULL	NULL
7283	August 27, 2012 Ft.Smith, Northwest Territories, Canada	60.0116	60.0004	-111.868	-111.9	NULL	NULL
7284	Kolbeterberg, Vienna, Austria	48.2186	48.2178	16.234	16.2335	NULL	NULL
7285	Near Hay River, Northwest Territories, Canada	60.867	60.6203	-115.721	-116.146	NULL	NULL
7286	Greathouse copse, Reading, Berkshire, England	51.4607	51.455	-1.14128	-1.15409	NULL	NULL
7287	Jorhat, Assam, India	26.9246	26.435	94.446	94.0757	100	80
7288	Madergraben, Schwechatbach, Bezirk Baden, Lower Austria, Austria	48.0091	47.9942	16.1738	16.1418	NULL	NULL
7289	Yarriabini National Park, New South Wales, Australia	-29.7797	-31.7797	153.982	151.982	NULL	NULL
7290	near Buck Meadows, Stanislaus National Forest, California, USA	37.8226	37.7731	-120.045	-120.127	NULL	NULL
